alpha_cells,eps
217 , 0.0128993532973
218 , 0.0128977539256
219 , 0.0128858480013
220 , 0.0128407063324
221 , 0.0127359975699
222 , 0.0126089136651
223 , 0.0126291346206
224 , 0.0125370048667
225 , 0.0124728476932
226 , 0.0124334726459
227 , 0.0124206801161
228 , 0.0122616155906
229 , 0.0122059746643
230 , 0.0122594465578
231 , 0.0121449121241
232 , 0.0121879152327
233 , 0.0120082183094
234 , 0.0119421527099
235 , 0.0119163251784
236 , 0.011869375112
237 , 0.011892179322
238 , 0.0118275901789
239 , 0.0118256698062
240 , 0.011726744378
241 , 0.0116464776127
242 , 0.0116205491734
243 , 0.0115842430685
244 , 0.0115811028964
245 , 0.0114875376068
246 , 0.0114593392379
247 , 0.0114076561073
248 , 0.0112851777407
249 , 0.0113464470256
250 , 0.011201265822
251 , 0.0111990170133
252 , 0.0111497338815
253 , 0.0110675096287
254 , 0.0110584162799
255 , 0.0109816090898
256 , 0.0110164920959
257 , 0.0108921863702
258 , 0.0108682050252
259 , 0.0108754046099
260 , 0.0107904655946
261 , 0.0108336981641
262 , 0.0107359120552
263 , 0.0106759063682
264 , 0.0106165019809
265 , 0.0106440455027
266 , 0.0105994496484
267 , 0.0105490800808
268 , 0.0105465369755
269 , 0.0104957877914
270 , 0.0104053974595
271 , 0.0103493538941
272 , 0.010291659386
273 , 0.0103515824329
274 , 0.0102833193299
275 , 0.0101828653702
276 , 0.0102260945282
277 , 0.0101059333778
278 , 0.010163704688
279 , 0.0100724725049
280 , 0.0100505063388
281 , 0.00998046328336
282 , 0.00992679184966
283 , 0.00993207852651
284 , 0.00988695368897
285 , 0.00989817126158
286 , 0.00980403786669
287 , 0.00978454140261
288 , 0.00977213119815
289 , 0.00976423346552
290 , 0.00975032526941
291 , 0.00970713991836
292 , 0.00966431570087
293 , 0.00958007099054
294 , 0.00953962435125
295 , 0.00956020609578
296 , 0.00947393165935
297 , 0.009517227487
298 , 0.00946491446703
299 , 0.0093500957427
300 , 0.00934925988576
301 , 0.00930923305237
302 , 0.00935807120959
303 , 0.00923207424776
304 , 0.00919654724337
305 , 0.00926639243576
306 , 0.00917856628787
307 , 0.00920426012424
308 , 0.00910176002945
309 , 0.00913251529703
310 , 0.00907948903568
311 , 0.00905663355941
312 , 0.00901395740372
313 , 0.00901799165013
314 , 0.00898596999864
315 , 0.00892875017877
316 , 0.00890324386826
317 , 0.00887206636009
318 , 0.00882640075235
319 , 0.00886392976904
320 , 0.0087991778595
321 , 0.00873986658518
322 , 0.00873281876676
323 , 0.00865925519348
324 , 0.00870655007908
325 , 0.00865368116153
326 , 0.00866153665383
327 , 0.0086088676299
328 , 0.00852739781655
329 , 0.0085186996642
330 , 0.00851289296671
331 , 0.00853856653742
332 , 0.0084458124848
333 , 0.0084267794631
334 , 0.00845328102391
335 , 0.00841140617318
336 , 0.00841033140634
337 , 0.00835140300508
338 , 0.00836805494769
339 , 0.00824992098599
340 , 0.00827029934427
341 , 0.00825120478529
342 , 0.00823360498592
343 , 0.00822771242712
344 , 0.00819679000553
345 , 0.00811660874544
346 , 0.00813560329241
347 , 0.00808959565918
348 , 0.00812526719971
349 , 0.00804637929609
350 , 0.0080281439147
351 , 0.00802319237444
352 , 0.0079530810695
353 , 0.00799284448198
354 , 0.00789930896041
355 , 0.00794699828853
356 , 0.00789476113032
357 , 0.00787334742718
358 , 0.00784971902899
359 , 0.00783635439855
360 , 0.00785103542803
361 , 0.0077610273706
362 , 0.00778766096733
363 , 0.00777133464685
364 , 0.00773634665953
365 , 0.00774248949135
366 , 0.00771512091712
367 , 0.00769190900077
368 , 0.00761256489159
369 , 0.00761190546031
370 , 0.0076074612034
371 , 0.00756000505237
372 , 0.00758746209425
373 , 0.00757575737105
374 , 0.00753143541107
375 , 0.00749193545159
376 , 0.00742628467549
377 , 0.00750024527308
378 , 0.00745690605251
379 , 0.00743850239777
380 , 0.0074201888813
381 , 0.00737420413736
382 , 0.00738728157872
383 , 0.00733899341308
384 , 0.00734135197179
385 , 0.00729000742028
386 , 0.00730572480093
387 , 0.00726152514359
388 , 0.00728033226352
389 , 0.00726597398266
390 , 0.00720213524455
391 , 0.00716619103806
392 , 0.00719411483698
393 , 0.00713548230332
394 , 0.00717290765673
395 , 0.0071368464432
396 , 0.00713570298119
397 , 0.00707797192331
398 , 0.0070289453535
399 , 0.00705689085938
400 , 0.00702842561668
